id,long,lat
9447,120.65,-33.15
9448,120.65,-33.2
9449,120.65,-33.25
9450,120.65,-33.3
9451,120.65,-33.35
9452,120.65,-33.4
9453,120.65,-33.45
9454,120.65,-33.5
9455,120.65,-33.55
9456,120.65,-33.6
9457,120.65,-33.65
9458,120.65,-33.7
9459,120.65,-33.75
9460,120.65,-33.8
9461,120.65,-33.85
9462,120.7,-32.6
9463,120.7,-32.65
9464,120.7,-32.7
9465,120.7,-32.75
9466,120.7,-32.8
9467,120.7,-32.85
9468,120.7,-32.9
9469,120.7,-32.95
9470,120.7,-33
9471,120.7,-33.05
9472,120.7,-33.1
9473,120.7,-33.15
9474,120.7,-33.2
9475,120.7,-33.25
9476,120.7,-33.3
9477,120.7,-33.35
9478,120.7,-33.4
9479,120.7,-33.45
9480,120.7,-33.5
9481,120.7,-33.55
9482,120.7,-33.6
9483,120.7,-33.65
9484,120.7,-33.7
9485,120.7,-33.75
9486,120.7,-33.8
9487,120.7,-33.85
9488,120.75,-32.6
9489,120.75,-32.65
9490,120.75,-32.7
9491,120.75,-32.75
9492,120.75,-32.8
9493,120.75,-32.85
9494,120.75,-32.9
9495,120.75,-32.95
9496,120.75,-33
9497,120.75,-33.05
9498,120.75,-33.1
9499,120.75,-33.15
9500,120.75,-33.2
9501,120.75,-33.25
9502,120.75,-33.3
9503,120.75,-33.35
9504,120.75,-33.4
9505,120.75,-33.45
9506,120.75,-33.5
9507,120.75,-33.55
9508,120.75,-33.6
9509,120.75,-33.65
9510,120.75,-33.7
9511,120.75,-33.75
9512,120.75,-33.8
9513,120.75,-33.85
9514,120.8,-32.6
9515,120.8,-32.65
9516,120.8,-32.7
9517,120.8,-32.75
9518,120.8,-32.8
9519,120.8,-32.85
9520,120.8,-32.9
9521,120.8,-32.95
9522,120.8,-33
9523,120.8,-33.05
9524,120.8,-33.1
9525,120.8,-33.15
9526,120.8,-33.2
9527,120.8,-33.25
9528,120.8,-33.3
9529,120.8,-33.35
9530,120.8,-33.4
9531,120.8,-33.45
9532,120.8,-33.5
9533,120.8,-33.55
9534,120.8,-33.6
9535,120.8,-33.65
9536,120.8,-33.7
9537,120.8,-33.75
9538,120.8,-33.8
9539,120.8,-33.85
9540,120.85,-32.6
9541,120.85,-32.65
9542,120.85,-32.7
9543,120.85,-32.75
9544,120.85,-32.8
9545,120.85,-32.85
9546,120.85,-32.9
9547,120.85,-32.95
9548,120.85,-33
9549,120.85,-33.05
9550,120.85,-33.1
9551,120.85,-33.15
9552,120.85,-33.2
9553,120.85,-33.25
9554,120.85,-33.3
9555,120.85,-33.35
9556,120.85,-33.4
9557,120.85,-33.45
9558,120.85,-33.5
9559,120.85,-33.55
9560,120.85,-33.6
9561,120.85,-33.65
9562,120.85,-33.7
9563,120.85,-33.75
9564,120.85,-33.8
9565,120.85,-33.85
9566,120.9,-32.6
9567,120.9,-32.65
9568,120.9,-32.7
9569,120.9,-32.75
9570,120.9,-32.8
9571,120.9,-32.85
9572,120.9,-32.9
9573,120.9,-32.95
9574,120.9,-33
9575,120.9,-33.05
9576,120.9,-33.1
9577,120.9,-33.15
9578,120.9,-33.2
9579,120.9,-33.25
9580,120.9,-33.3
9581,120.9,-33.35
9582,120.9,-33.4
9583,120.9,-33.45
9584,120.9,-33.5
9585,120.9,-33.55
9586,120.9,-33.6
9587,120.9,-33.65
9588,120.9,-33.7
9589,120.9,-33.75
9590,120.9,-33.8
9591,120.9,-33.85
9592,120.95,-32.6
9593,120.95,-32.65
9594,120.95,-32.7
9595,120.95,-32.75
9596,120.95,-32.8
9597,120.95,-32.85
9598,120.95,-32.9
9599,120.95,-32.95
9600,120.95,-33
9601,120.95,-33.05
9602,120.95,-33.1
9603,120.95,-33.15
9604,120.95,-33.2
9605,120.95,-33.25
9606,120.95,-33.3
9607,120.95,-33.35
9608,120.95,-33.4
9609,120.95,-33.45
9610,120.95,-33.5
9611,120.95,-33.55
9612,120.95,-33.6
9613,120.95,-33.65
9614,120.95,-33.7
9615,120.95,-33.75
9616,120.95,-33.8
9617,120.95,-33.85
9618,121,-32.6
9619,121,-32.65
9620,121,-32.7
9621,121,-32.75
9622,121,-32.8
9623,121,-32.85
9624,121,-32.9
9625,121,-32.95
9626,121,-33
9627,121,-33.05
9628,121,-33.1
9629,121,-33.15
9630,121,-33.2
9631,121,-33.25
9632,121,-33.3
9633,121,-33.35
9634,121,-33.4
9635,121,-33.45
9636,121,-33.5
9637,121,-33.55
9638,121,-33.6
9639,121,-33.65
9640,121,-33.7
9641,121,-33.75
9642,121,-33.8
9643,121,-33.85
9644,121.05,-32.6
9645,121.05,-32.65
9646,121.05,-32.7
9647,121.05,-32.75
9648,121.05,-32.8
9649,121.05,-32.85
9650,121.05,-32.9
9651,121.05,-32.95
9652,121.05,-33
9653,121.05,-33.05
9654,121.05,-33.1
9655,121.05,-33.15
9656,121.05,-33.2
9657,121.05,-33.25
9658,121.05,-33.3
9659,121.05,-33.35
9660,121.05,-33.4
9661,121.05,-33.45
9662,121.05,-33.5
9663,121.05,-33.55
9664,121.05,-33.6
9665,121.05,-33.65
9666,121.05,-33.7
9667,121.05,-33.75
9668,121.05,-33.8
9669,121.05,-33.85
9670,121.1,-32.6
9671,121.1,-32.65
9672,121.1,-32.7
9673,121.1,-32.75
9674,121.1,-32.8
9675,121.1,-32.85
9676,121.1,-32.9
9677,121.1,-32.95
9678,121.1,-33
9679,121.1,-33.05
9680,121.1,-33.1
9681,121.1,-33.15
9682,121.1,-33.2
9683,121.1,-33.25
9684,121.1,-33.3
9685,121.1,-33.35
9686,121.1,-33.4
9687,121.1,-33.45
9688,121.1,-33.5
9689,121.1,-33.55
9690,121.1,-33.6
9691,121.1,-33.65
9692,121.1,-33.7
9693,121.1,-33.75
9694,121.1,-33.8
9695,121.15,-32.6
9696,121.15,-32.65
9697,121.15,-32.7
9698,121.15,-32.75
9699,121.15,-32.8
9700,121.15,-32.85
9701,121.15,-32.9
9702,121.15,-32.95
9703,121.15,-33
9704,121.15,-33.05
9705,121.15,-33.1
9706,121.15,-33.15
9707,121.15,-33.2
9708,121.15,-33.25
9709,121.15,-33.3
9710,121.15,-33.35
9711,121.15,-33.4
9712,121.15,-33.45
9713,121.15,-33.5
9714,121.15,-33.55
9715,121.15,-33.6
9716,121.15,-33.65
9717,121.15,-33.7
9718,121.15,-33.75
9719,121.15,-33.8
9720,121.15,-33.85
9721,121.2,-32.6
9722,121.2,-32.65
9723,121.2,-32.7
9724,121.2,-32.75
9725,121.2,-32.8
9726,121.2,-32.85
9727,121.2,-32.9
9728,121.2,-32.95
9729,121.2,-33
9730,121.2,-33.05
9731,121.2,-33.1
9732,121.2,-33.15
9733,121.2,-33.2
9734,121.2,-33.25
9735,121.2,-33.3
9736,121.2,-33.35
9737,121.2,-33.4
9738,121.2,-33.45
9739,121.2,-33.5
9740,121.2,-33.55
9741,121.2,-33.6
9742,121.2,-33.65
9743,121.2,-33.7
9744,121.2,-33.75
9745,121.2,-33.8
9746,121.25,-32.6
9747,121.25,-32.65
9748,121.25,-32.7
9749,121.25,-32.75
9750,121.25,-32.8
9751,121.25,-32.85
9752,121.25,-32.9
9753,121.25,-32.95
9754,121.25,-33
9755,121.25,-33.05
9756,121.25,-33.1
9757,121.25,-33.15
9758,121.25,-33.2
9759,121.25,-33.25
9760,121.25,-33.3
9761,121.25,-33.35
9762,121.25,-33.4
9763,121.25,-33.45
9764,121.25,-33.5
9765,121.25,-33.55
9766,121.25,-33.6
9767,121.25,-33.65
9768,121.25,-33.7
9769,121.25,-33.75
9770,121.25,-33.8
9771,121.3,-32.6
9772,121.3,-32.65
9773,121.3,-32.7
9774,121.3,-32.75
9775,121.3,-32.8
9776,121.3,-32.85
9777,121.3,-32.9
9778,121.3,-32.95
9779,121.3,-33
9780,121.3,-33.05
9781,121.3,-33.1
9782,121.3,-33.15
9783,121.3,-33.2
9784,121.3,-33.25
9785,121.3,-33.3
9786,121.3,-33.35
9787,121.3,-33.4
9788,121.3,-33.45
9789,121.3,-33.5
9790,121.3,-33.55
9791,121.3,-33.6
9792,121.3,-33.65
9793,121.3,-33.7
9794,121.3,-33.75
9795,121.3,-33.8
9796,121.35,-32.6
9797,121.35,-32.65
9798,121.35,-32.7
9799,121.35,-32.75
9800,121.35,-32.8
9801,121.35,-32.85
9802,121.35,-32.9
9803,121.35,-32.95
9804,121.35,-33
9805,121.35,-33.05
9806,121.35,-33.1
9807,121.35,-33.15
9808,121.35,-33.2
9809,121.35,-33.25
9810,121.35,-33.3
9811,121.35,-33.35
9812,121.35,-33.4
9813,121.35,-33.45
9814,121.35,-33.5
9815,121.35,-33.55
9816,121.35,-33.6
9817,121.35,-33.65
9818,121.35,-33.7
9819,121.35,-33.75
9820,121.35,-33.8
9821,121.4,-32.6
9822,121.4,-32.65
9823,121.4,-32.7
9824,121.4,-32.75
9825,121.4,-32.8
9826,121.4,-32.85
9827,121.4,-32.9
9828,121.4,-32.95
9829,121.4,-33
9830,121.4,-33.05
9831,121.4,-33.1
9832,121.4,-33.15
9833,121.4,-33.2
9834,121.4,-33.25
9835,121.4,-33.3
9836,121.4,-33.35
9837,121.4,-33.4
9838,121.4,-33.45
9839,121.4,-33.5
9840,121.4,-33.55
9841,121.4,-33.6
9842,121.4,-33.65
9843,121.4,-33.7
9844,121.4,-33.75
9845,121.4,-33.8
9846,121.45,-32.6
9847,121.45,-32.65
9848,121.45,-32.7
9849,121.45,-32.75
9850,121.45,-32.8
9851,121.45,-32.85
9852,121.45,-32.9
9853,121.45,-32.95
9854,121.45,-33
9855,121.45,-33.05
9856,121.45,-33.1
9857,121.45,-33.15
9858,121.45,-33.2
9859,121.45,-33.25
9860,121.45,-33.3
9861,121.45,-33.35
9862,121.45,-33.4
9863,121.45,-33.45
9864,121.45,-33.5
9865,121.45,-33.55
9866,121.45,-33.6
9867,121.45,-33.65
9868,121.45,-33.7
9869,121.45,-33.75
9870,121.45,-33.8
9871,121.5,-32.6
9872,121.5,-32.65
9873,121.5,-32.7
9874,121.5,-32.75
9875,121.5,-32.8
9876,121.5,-32.85
9877,121.5,-32.9
9878,121.5,-32.95
9879,121.5,-33
9880,121.5,-33.05
9881,121.5,-33.1
9882,121.5,-33.15
9883,121.5,-33.2
9884,121.5,-33.25
9885,121.5,-33.3
9886,121.5,-33.35
9887,121.5,-33.4
9888,121.5,-33.45
9889,121.5,-33.5
9890,121.5,-33.55
9891,121.5,-33.6
9892,121.5,-33.65
9893,121.5,-33.7
9894,121.5,-33.75
9895,121.5,-33.8
9896,121.55,-32.6
9897,121.55,-32.65
9898,121.55,-32.7
9899,121.55,-32.75
9900,121.55,-32.8
9901,121.55,-32.85
9902,121.55,-32.9
9903,121.55,-32.95
9904,121.55,-33
9905,121.55,-33.05
9906,121.55,-33.1
9907,121.55,-33.15
9908,121.55,-33.2
9909,121.55,-33.25
9910,121.55,-33.3
9911,121.55,-33.35
9912,121.55,-33.4
9913,121.55,-33.45
9914,121.55,-33.5
9915,121.55,-33.55
9916,121.55,-33.6
9917,121.55,-33.65
9918,121.55,-33.7
9919,121.55,-33.75
9920,121.55,-33.8
9921,121.6,-32.6
9922,121.6,-32.65
9923,121.6,-32.7
9924,121.6,-32.75
9925,121.6,-32.8
9926,121.6,-32.85
9927,121.6,-32.9
9928,121.6,-32.95
9929,121.6,-33
9930,121.6,-33.05
9931,121.6,-33.1
9932,121.6,-33.15
9933,121.6,-33.2
9934,121.6,-33.25
9935,121.6,-33.3
9936,121.6,-33.35
9937,121.6,-33.4
9938,121.6,-33.45
9939,121.6,-33.5
9940,121.6,-33.55
9941,121.6,-33.6
9942,121.6,-33.65
9943,121.6,-33.7
9944,121.6,-33.75
9945,121.6,-33.8
9946,121.6,-33.85
9947,121.65,-32.6
9948,121.65,-32.65
9949,121.65,-32.7
9950,121.65,-32.75
9951,121.65,-32.8
9952,121.65,-32.85
9953,121.65,-32.9
9954,121.65,-32.95
9955,121.65,-33
9956,121.65,-33.05
9957,121.65,-33.1
9958,121.65,-33.15
9959,121.65,-33.2
9960,121.65,-33.25
9961,121.65,-33.3
9962,121.65,-33.35
9963,121.65,-33.4
9964,121.65,-33.45
9965,121.65,-33.5
9966,121.65,-33.55
9967,121.65,-33.6
9968,121.65,-33.65
9969,121.65,-33.7
9970,121.65,-33.75
9971,121.65,-33.8
9972,121.65,-33.85
9973,121.7,-32.6
9974,121.7,-32.65
9975,121.7,-32.7
9976,121.7,-32.75
9977,121.7,-32.8
9978,121.7,-32.85
9979,121.7,-32.9
9980,121.7,-32.95
9981,121.7,-33
9982,121.7,-33.05
9983,121.7,-33.1
9984,121.7,-33.15
9985,121.7,-33.2
9986,121.7,-33.25
9987,121.7,-33.3
9988,121.7,-33.35
9989,121.7,-33.4
9990,121.7,-33.45
9991,121.7,-33.5
9992,121.7,-33.55
9993,121.7,-33.6
9994,121.7,-33.65
9995,121.7,-33.7
9996,121.7,-33.75
9997,121.7,-33.8
9998,121.7,-33.85
9999,121.75,-32.6
10000,121.75,-32.65
10001,121.75,-32.7
10002,121.75,-32.75
10003,121.75,-32.8
10004,121.75,-32.85
10005,121.75,-32.9
10006,121.75,-32.95
10007,121.75,-33
10008,121.75,-33.05
10009,121.75,-33.1
10010,121.75,-33.15
10011,121.75,-33.2
10012,121.75,-33.25
10013,121.75,-33.3
10014,121.75,-33.35
10015,121.75,-33.4
10016,121.75,-33.45
10017,121.75,-33.5
10018,121.75,-33.55
10019,121.75,-33.6
10020,121.75,-33.65
10021,121.75,-33.7
10022,121.75,-33.75
10023,121.75,-33.8
10024,121.75,-33.85
10025,121.8,-32.6
10026,121.8,-32.65
10027,121.8,-32.7
10028,121.8,-32.75
10029,121.8,-32.8
10030,121.8,-32.85
10031,121.8,-32.9
10032,121.8,-32.95
10033,121.8,-33
10034,121.8,-33.05
10035,121.8,-33.1
10036,121.8,-33.15
10037,121.8,-33.2
10038,121.8,-33.25
10039,121.8,-33.3
10040,121.8,-33.35
10041,121.8,-33.4
10042,121.8,-33.45
10043,121.8,-33.5
10044,121.8,-33.55
10045,121.8,-33.6
10046,121.8,-33.65
10047,121.8,-33.7
10048,121.8,-33.75
10049,121.8,-33.8
10050,121.8,-33.85
10051,121.8,-33.9
10052,121.85,-32.6
10053,121.85,-32.65
10054,121.85,-32.7
10055,121.85,-32.75
10056,121.85,-32.8
10057,121.85,-32.85
10058,121.85,-32.9
10059,121.85,-32.95
10060,121.85,-33
10061,121.85,-33.05
10062,121.85,-33.1
10063,121.85,-33.15
10064,121.85,-33.2
10065,121.85,-33.25
10066,121.85,-33.3
10067,121.85,-33.35
10068,121.85,-33.4
10069,121.85,-33.45
10070,121.85,-33.5
10071,121.85,-33.55
10072,121.85,-33.6
10073,121.85,-33.65
10074,121.85,-33.7
10075,121.85,-33.75
10076,121.85,-33.8
10077,121.85,-33.85
10078,121.9,-32.6
10079,121.9,-32.65
10080,121.9,-32.7
10081,121.9,-32.75
10082,121.9,-32.8
10083,121.9,-32.85
10084,121.9,-32.9
10085,121.9,-32.95
10086,121.9,-33
10087,121.9,-33.05
10088,121.9,-33.1
10089,121.9,-33.15
10090,121.9,-33.2
10091,121.9,-33.25
10092,121.9,-33.3
10093,121.9,-33.35
10094,121.9,-33.4
10095,121.9,-33.45
10096,121.9,-33.5
10097,121.9,-33.55
10098,121.9,-33.6
10099,121.9,-33.65
10100,121.9,-33.7
10101,121.9,-33.75
10102,121.9,-33.8
10103,121.9,-33.85
10104,121.95,-32.6
10105,121.95,-32.65
10106,121.95,-32.7
10107,121.95,-32.75
10108,121.95,-32.8
10109,121.95,-32.85
10110,121.95,-32.9
10111,121.95,-32.95
10112,121.95,-33
10113,121.95,-33.05
10114,121.95,-33.1
10115,121.95,-33.15
10116,121.95,-33.2
10117,121.95,-33.25
10118,121.95,-33.3
10119,121.95,-33.35
10120,121.95,-33.4
10121,121.95,-33.45
10122,121.95,-33.5
10123,121.95,-33.55
10124,121.95,-33.6
10125,121.95,-33.65
10126,121.95,-33.7
10127,121.95,-33.75
10128,121.95,-33.8
10129,122,-32.6
10130,122,-32.65
10131,122,-32.7
10132,122,-32.75
10133,122,-32.8
10134,122,-32.85
10135,122,-32.9
10136,122,-32.95
10137,122,-33
10138,122,-33.05
10139,122,-33.1
10140,122,-33.15
10141,122,-33.2
10142,122,-33.25
10143,122,-33.3
10144,122,-33.35
10145,122,-33.4
10146,122,-33.45
10147,122,-33.5
10148,122,-33.55
10149,122,-33.6
10150,122,-33.65
10151,122,-33.7
10152,122,-33.75
10153,122,-33.8
10154,122.05,-32.6
10155,122.05,-32.65
10156,122.05,-32.7
10157,122.05,-32.75
10158,122.05,-32.8
10159,122.05,-32.85
10160,122.05,-32.9
10161,122.05,-32.95
10162,122.05,-33
10163,122.05,-33.05
10164,122.05,-33.1
10165,122.05,-33.15
10166,122.05,-33.2
10167,122.05,-33.25
10168,122.05,-33.3
10169,122.05,-33.35
10170,122.05,-33.4
10171,122.05,-33.45
10172,122.05,-33.5
10173,122.05,-33.55
10174,122.05,-33.6
10175,122.05,-33.65
10176,122.05,-33.7
10177,122.05,-33.75
10178,122.05,-33.8
10179,122.05,-33.85
10180,122.1,-32.6
10181,122.1,-32.65
10182,122.1,-32.7
10183,122.1,-32.75
10184,122.1,-32.8
10185,122.1,-32.85
10186,122.1,-32.9
10187,122.1,-32.95
10188,122.1,-33
10189,122.1,-33.05
10190,122.1,-33.1
10191,122.1,-33.15
10192,122.1,-33.2
10193,122.1,-33.25
10194,122.1,-33.3
10195,122.1,-33.35
10196,122.1,-33.4
10197,122.1,-33.45
10198,122.1,-33.5
10199,122.1,-33.55
10200,122.1,-33.6
10201,122.1,-33.65
10202,122.1,-33.7
10203,122.1,-33.75
10204,122.1,-33.8
10205,122.1,-33.85
10206,122.1,-33.9
10207,122.15,-32.6
10208,122.15,-32.65
10209,122.15,-32.7
10210,122.15,-32.75
10211,122.15,-32.8
10212,122.15,-32.85
10213,122.15,-32.9
10214,122.15,-32.95
10215,122.15,-33
10216,122.15,-33.05
10217,122.15,-33.1
10218,122.15,-33.15
10219,122.15,-33.2
10220,122.15,-33.25
10221,122.15,-33.3
10222,122.15,-33.35
10223,122.15,-33.4
10224,122.15,-33.45
10225,122.15,-33.5
10226,122.15,-33.55
10227,122.15,-33.6
10228,122.15,-33.65
10229,122.15,-33.7
10230,122.15,-33.75
10231,122.15,-33.8
10232,122.15,-33.85
10233,122.15,-33.9
10234,122.15,-33.95
10235,122.15,-34
10236,122.2,-32.6
10237,122.2,-32.65
10238,122.2,-32.7
10239,122.2,-32.75
10240,122.2,-32.8
10241,122.2,-32.85
10242,122.2,-32.9
10243,122.2,-32.95
10244,122.2,-33
10245,122.2,-33.05
10246,122.2,-33.1
10247,122.2,-33.15
10248,122.2,-33.2
10249,122.2,-33.25
10250,122.2,-33.3
10251,122.2,-33.35
10252,122.2,-33.4
10253,122.2,-33.45
10254,122.2,-33.5
10255,122.2,-33.55
10256,122.2,-33.6
10257,122.2,-33.65
10258,122.2,-33.7
10259,122.2,-33.75
10260,122.2,-33.8
10261,122.2,-33.85
10262,122.2,-33.9
10263,122.2,-33.95
10264,122.25,-32.6
10265,122.25,-32.65
10266,122.25,-32.7
10267,122.25,-32.75
10268,122.25,-32.8
10269,122.25,-32.85
10270,122.25,-32.9
10271,122.25,-32.95
10272,122.25,-33
10273,122.25,-33.05
10274,122.25,-33.1
10275,122.25,-33.15
10276,122.25,-33.2
10277,122.25,-33.25
10278,122.25,-33.3
10279,122.25,-33.35
10280,122.25,-33.4
10281,122.25,-33.45
10282,122.25,-33.5
10283,122.25,-33.55
10284,122.25,-33.6
10285,122.25,-33.65
10286,122.25,-33.7
10287,122.25,-33.75
10288,122.25,-33.8
10289,122.25,-33.85
10290,122.25,-33.9
10291,122.25,-33.95
10292,122.25,-34
10293,122.3,-32.6
10294,122.3,-32.65
10295,122.3,-32.7
10296,122.3,-32.75
10297,122.3,-32.8
10298,122.3,-32.85
10299,122.3,-32.9
10300,122.3,-32.95
10301,122.3,-33
10302,122.3,-33.05
10303,122.3,-33.1
10304,122.3,-33.15
10305,122.3,-33.2
10306,122.3,-33.25
10307,122.3,-33.3
10308,122.3,-33.35
10309,122.3,-33.4
10310,122.3,-33.45
10311,122.3,-33.5
10312,122.3,-33.55
10313,122.3,-33.6
10314,122.3,-33.65
10315,122.3,-33.7
10316,122.3,-33.75
10317,122.3,-33.8
10318,122.3,-33.85
10319,122.3,-33.9
10320,122.35,-32.6
10321,122.35,-32.65
10322,122.35,-32.7
10323,122.35,-32.75
10324,122.35,-32.8
10325,122.35,-32.85
10326,122.35,-32.9
10327,122.35,-32.95
10328,122.35,-33
10329,122.35,-33.05
10330,122.35,-33.1
10331,122.35,-33.15
10332,122.35,-33.2
10333,122.35,-33.25
10334,122.35,-33.3
10335,122.35,-33.35
10336,122.35,-33.4
10337,122.35,-33.45
10338,122.35,-33.5
10339,122.35,-33.55
10340,122.35,-33.6
10341,122.35,-33.65
10342,122.35,-33.7
10343,122.35,-33.75
10344,122.35,-33.8
10345,122.35,-33.85
10346,122.35,-33.9
10347,122.4,-32.6
10348,122.4,-32.65
10349,122.4,-32.7
10350,122.4,-32.75
10351,122.4,-32.8
10352,122.4,-32.85
10353,122.4,-32.9
10354,122.4,-32.95
10355,122.4,-33
10356,122.4,-33.05
10357,122.4,-33.1
10358,122.4,-33.15
10359,122.4,-33.2
10360,122.4,-33.25
10361,122.4,-33.3
10362,122.4,-33.35
10363,122.4,-33.4
10364,122.4,-33.45
10365,122.4,-33.5
10366,122.4,-33.55
10367,122.4,-33.6
10368,122.4,-33.65
10369,122.4,-33.7
10370,122.4,-33.75
10371,122.4,-33.8
10372,122.4,-33.85
10373,122.4,-33.9
10374,122.45,-32.6
10375,122.45,-32.65
10376,122.45,-32.7
10377,122.45,-32.75
10378,122.45,-32.8
10379,122.45,-32.85
10380,122.45,-32.9
10381,122.45,-32.95
10382,122.45,-33
10383,122.45,-33.05
10384,122.45,-33.1
10385,122.45,-33.15
10386,122.45,-33.2
10387,122.45,-33.25
10388,122.45,-33.3
10389,122.45,-33.35
10390,122.45,-33.4
10391,122.45,-33.45
10392,122.45,-33.5
10393,122.45,-33.55
10394,122.45,-33.6
10395,122.45,-33.65
10396,122.45,-33.7
10397,122.45,-33.75
10398,122.45,-33.8
10399,122.45,-33.85
10400,122.45,-33.9
10401,122.5,-32.6
10402,122.5,-32.65
10403,122.5,-32.7
10404,122.5,-32.75
10405,122.5,-32.8
10406,122.5,-32.85
10407,122.5,-32.9
10408,122.5,-32.95
10409,122.5,-33
10410,122.5,-33.05
10411,122.5,-33.1
10412,122.5,-33.15
10413,122.5,-33.2
10414,122.5,-33.25
10415,122.5,-33.3
10416,122.5,-33.35
10417,122.5,-33.4
10418,122.5,-33.45
10419,122.5,-33.5
10420,122.5,-33.55
10421,122.5,-33.6
10422,122.5,-33.65
10423,122.5,-33.7
10424,122.5,-33.75
10425,122.5,-33.8
10426,122.5,-33.85
10427,122.5,-33.9
10428,122.55,-32.6
10429,122.55,-32.65
10430,122.55,-32.7
10431,122.55,-32.75
10432,122.55,-32.8
10433,122.55,-32.85
10434,122.55,-32.9
10435,122.55,-32.95
10436,122.55,-33
10437,122.55,-33.05
10438,122.55,-33.1
10439,122.55,-33.15
10440,122.55,-33.2
10441,122.55,-33.25
10442,122.55,-33.3
10443,122.55,-33.35
10444,122.55,-33.4
10445,122.55,-33.45
10446,122.55,-33.5
10447,122.55,-33.55
10448,122.55,-33.6
10449,122.55,-33.65
10450,122.55,-33.7
10451,122.55,-33.75
10452,122.55,-33.8
10453,122.55,-33.85
10454,122.55,-33.9
10455,122.6,-32.6
10456,122.6,-32.65
10457,122.6,-32.7
10458,122.6,-32.75
10459,122.6,-32.8
10460,122.6,-32.85
10461,122.6,-32.9
10462,122.6,-32.95
10463,122.6,-33
10464,122.6,-33.05
10465,122.6,-33.1
10466,122.6,-33.15
10467,122.6,-33.2
10468,122.6,-33.25
10469,122.6,-33.3
10470,122.6,-33.35
10471,122.6,-33.4
10472,122.6,-33.45
10473,122.6,-33.5
10474,122.6,-33.55
10475,122.6,-33.6
10476,122.6,-33.65
10477,122.6,-33.7
10478,122.6,-33.75
10479,122.6,-33.8
10480,122.6,-33.85
10481,122.6,-33.9
10482,122.65,-32.6
10483,122.65,-32.65
10484,122.65,-32.7
10485,122.65,-32.75
10486,122.65,-32.8
10487,122.65,-32.85
10488,122.65,-32.9
10489,122.65,-32.95
10490,122.65,-33
10491,122.65,-33.05
10492,122.65,-33.1
10493,122.65,-33.15
10494,122.65,-33.2
10495,122.65,-33.25
10496,122.65,-33.3
10497,122.65,-33.35
10498,122.65,-33.4
10499,122.65,-33.45
10500,122.65,-33.5
10501,122.65,-33.55
10502,122.65,-33.6
10503,122.65,-33.65
10504,122.65,-33.7
10505,122.65,-33.75
10506,122.65,-33.8
10507,122.65,-33.85
10508,122.65,-34
10509,122.7,-32.6
10510,122.7,-32.65
10511,122.7,-32.7
10512,122.7,-32.75
10513,122.7,-32.8
10514,122.7,-32.85
10515,122.7,-32.9
10516,122.7,-32.95
10517,122.7,-33
10518,122.7,-33.05
10519,122.7,-33.1
10520,122.7,-33.15
10521,122.7,-33.2
10522,122.7,-33.25
10523,122.7,-33.3
10524,122.7,-33.35
10525,122.7,-33.4
10526,122.7,-33.45
10527,122.7,-33.5
10528,122.7,-33.55
10529,122.7,-33.6
10530,122.7,-33.65
10531,122.7,-33.7
10532,122.7,-33.75
10533,122.7,-33.8
10534,122.7,-33.85
10535,122.75,-32.6
10536,122.75,-32.65
10537,122.75,-32.7
10538,122.75,-32.75
10539,122.75,-32.8
10540,122.75,-32.85
10541,122.75,-32.9
10542,122.75,-32.95
10543,122.75,-33
10544,122.75,-33.05
10545,122.75,-33.1
10546,122.75,-33.15
10547,122.75,-33.2
10548,122.75,-33.25
10549,122.75,-33.3
10550,122.75,-33.35
10551,122.75,-33.4
10552,122.75,-33.45
10553,122.75,-33.5
10554,122.75,-33.55
10555,122.75,-33.6
10556,122.75,-33.65
10557,122.75,-33.7
10558,122.75,-33.75
10559,122.75,-33.8
10560,122.75,-33.85
10561,122.8,-32.6
10562,122.8,-32.65
10563,122.8,-32.7
10564,122.8,-32.75
10565,122.8,-32.8
10566,122.8,-32.85
10567,122.8,-32.9
10568,122.8,-32.95
10569,122.8,-33
10570,122.8,-33.05
10571,122.8,-33.1
10572,122.8,-33.15
10573,122.8,-33.2
10574,122.8,-33.25
10575,122.8,-33.3
10576,122.8,-33.35
10577,122.8,-33.4
10578,122.8,-33.45
10579,122.8,-33.5
10580,122.8,-33.55
10581,122.8,-33.6
10582,122.8,-33.65
10583,122.8,-33.7
10584,122.8,-33.75
10585,122.8,-33.8
10586,122.8,-33.85
10587,122.85,-32.6
10588,122.85,-32.65
10589,122.85,-32.7
10590,122.85,-32.75
10591,122.85,-32.8
10592,122.85,-32.85
10593,122.85,-32.9
10594,122.85,-32.95
10595,122.85,-33
10596,122.85,-33.05
10597,122.85,-33.1
10598,122.85,-33.15
10599,122.85,-33.2
10600,122.85,-33.25
10601,122.85,-33.3
10602,122.85,-33.35
10603,122.85,-33.4
10604,122.85,-33.45
10605,122.85,-33.5
10606,122.85,-33.55
10607,122.85,-33.6
10608,122.85,-33.65
10609,122.85,-33.7
10610,122.85,-33.75
10611,122.85,-33.8
10612,122.85,-33.85
10613,122.85,-33.9
10614,122.9,-32.6
10615,122.9,-32.65
10616,122.9,-32.7
10617,122.9,-32.75
10618,122.9,-32.8
10619,122.9,-32.85
10620,122.9,-32.9
10621,122.9,-32.95
10622,122.9,-33
10623,122.9,-33.05
10624,122.9,-33.1
10625,122.9,-33.15
10626,122.9,-33.2
10627,122.9,-33.25
10628,122.9,-33.3
